"","pheno1"
"c4.loc40.8",0.409891142169626
"rs28169629",0.409967736856223
"c4.loc41",0.409967547251489
"rs28169619",0.409967357646645
"rs28153610",0.409967357646509
"c4.loc41.3",0.282509319251202
"rs28136596",0.169332450173691
"rs239687939",0.169332450173586
"rs3721642",0.169332074497588
"rs28127052",0.169332074497545
"rs28148311",0.136619758479214
"rs28162181",0.136491311062594
"c4.loc42",0.109122122939505
"rs28128000",0.0828154884960983
"rs236723228",0.0828154884960921
"c4.loc42.3",0.103538405432161
"rs28148673",0.124464717459356
"rs51569534",0.124464717459424
"c4.loc42.6",0.163388878611284
"rs3664637",0.19932985576185
"rs28132552",0.199329855761856
"rs28127730",0.174292061326987
"c4.loc43.1",0.209238924740274
"rs28127592",0.238039948564291
"rs50723740",0.238039948564322
"c4.loc43.5",0.240131084562559
"rs3680956",0.242213527347536
"c4.loc43.8",0.219881857997617
"rs32854841",0.189103223441447
"rs3703879",0.189103223441416
"c4.loc44.1",0.184415900114257
"rs32723992",0.171525341315574
"rs28303726",0.171492518584517
"rs32615342",0.171492518584567
"rs46019551",0.194383766653924
"rs47460195",0.194411106405069
"rs52263933",0.194411106404989
"rs32445859",0.139807443162699
"rs13477933",0.139695081169585
"rs28272806",0.139695081169585
"rs28256540",0.139694798538214
"rs27509845",0.139694798538109
"rs13477940",0.0741197114145255
"rs32249079",0.0741197114145008
"c4.loc45.3",0.123395256811579
"rs27509419",0.181184419058015
"rs32786446",0.181184419058108
"rs27475809",0.175700746034578
"c4.loc45.6",0.168350839547113
"rs27516048",0.153523618849348
"rs27501811",0.153523618849323
"UNC040267805",0.153523699679239
"rs27487202",0.153523699679294
"c4.loc46",0.19259056915712
"rs28308538",0.231405263072411
"rs239378141",0.182670597383621
"rs50259371",0.182562494222581
"rs32986699",0.182562494222581
"rs27518087",0.182562494222568
"c4.loc46.6",0.165881599113623
"rs27518021",0.13847280559231
"rs3675629",0.150263495909842
"rs13477948",0.150263495919327
"rs27484134",0.142759939615973
"rs27501078",0.142759939625354
"rs28258182",0.148855327442756
"rs27567417",0.148855327452384
"rs13477959",0.148855327462036
"rs3714811",0.14885532747164
"D4Mit12",0.148855327481311
"rs27553983",0.196288229494768
"c4.loc47.4",0.21054238993449
"rs3677161",0.225268646818426
"rs13474356",0.225268646829986
"c4.loc47.7",0.181326033392895
"c4.loc47.9",0.138624600977184
"c4.loc48.1",0.0996157868772713
"rs3704486",0.0662820823466799
"c4.loc48.4",0.0548445176259549
"c4.loc48.5",0.0435952032361605
"c4.loc48.7",0.0331203609665489
"rs3666537",0.0238919985715897
"c4.loc49.1",0.0307233061130587
"c4.loc49.2",0.0383844123644806
"c4.loc49.4",0.046852124991277
"c4.loc49.6",0.0560981757443196
"c4.loc49.8",0.0660895614203114
"c4.loc50",0.0767889547592648
"c4.loc50.2",0.0881551749316941
"rs32386196",0.100143705811454
"rs27549414",0.100143705811429
"c4.loc50.6",0.0883055301766733
"c4.loc50.8",0.0764324235299872
"c4.loc51",0.0648043842555734
"c4.loc51.1",0.0536967860808533
"c4.loc51.3",0.0433586140858343
"c4.loc51.5",0.033993961183757
"c4.loc51.7",0.0257495809880688
"rs27563623",0.0187098685687854
"rs32617066",0.0363693458526134
"rs45695794",0.0363693458526258
"rs50384736",0.0363535505249477
"rs6407866",0.0363535505249477
"c4.loc52.3",0.0480509787394782
"c4.loc52.5",0.0611591686578443
"c4.loc52.7",0.0753430862409796
"c4.loc52.9",0.0901841206347887
"c4.loc53.1",0.105220599172843
"UNC8210955",0.119995145870293
"c4.loc53.4",0.10809127725752
"rs3023009",0.0922878185916054
"c4.loc53.7",0.0922393741672555
"UNC8215712",0.092190883929803
"JAX00566336",0.107902148699377
"UNC8217501",0.107902148699352
"rs48843456",0.109240078028562
"c4.loc54.3",0.112079425704686
"c4.loc54.5",0.114085408648313
"c4.loc54.7",0.115086977163306
"c4.loc54.9",0.1149530886546
"c4.loc55.1",0.113613665268109
"c4.loc55.3",0.111073869772154
"c4.loc55.5",0.107417439687592
"c4.loc55.7",0.102797557640559
"c4.loc55.9",0.0974172811664938
"rs31971961",0.0915043632526721
"c4.loc56.3",0.118344242680384
"c4.loc56.5",0.147213658172114
"c4.loc56.7",0.177022112321967
"rs27539745",0.206630470449128
"rs224786516",0.206630470440586
"c4.loc57.1",0.188124711264734
"rs31846085",0.16667901486659
"c4.loc57.4",0.138388867073132
"rs50587016",0.107167215054487
"UNC040295831",0.107167215054499
"rs32415293",0.107167215054567
"rs3664871",0.107249280985779
"rs27542952",0.107249280985847
"rs32101803",0.107336526896517
"rs45715781",0.107336526896622
"rs27574272",0.123434057427152
"rs27547213",0.123560216126515
"rs28291789",0.123669770618012
"rs32928597",0.123669770618105
"c4.loc58.4",0.123853293520578
"rs50928477",0.124036840740075
"rs27623046",0.12403684074018
"rs27607561",0.124036840740272
"rs32173419",0.124036840740383
"c4.loc58.7",0.124242939072177
"rs27607425",0.118540806918106
"rs32989424",0.118540806918199
"rs27624576",0.118540806918291
"rs13478002",0.100577541591445
"rs27592710",0.100577541591519
"c4.loc59.1",0.0988468002043257
"c4.loc59.3",0.0965587581182545
"c4.loc59.4",0.0937480778253054
"rs108329274",0.0904680658710475
"rs27562018",0.0904680658711648
"rs4224861",0.0904680658711956
"rs4224864",0.090468065871245
"rs49216620",0.0904680658713191
"c4.loc59.8",0.123216049447357
"rs31759337",0.154606765781243
"rs49096475",0.154606765781589
"rs32814248",0.363334375722867
"rs27584118",0.363334375723558
"rs32083983",0.493683425036701
"rs230956126",0.493683425036997
"rs27642495",0.493790111321911
"rs48066180",0.49379011130779
"c4.loc60.6",0.548773868596699
"rs31816919",0.592969695625811
"rs27626871",0.592969695609771
"rs27611565",0.583064695058189
"rs28291665",0.583064695041766
"UNCHS013109",0.466426656171115
"UNCHS013111",0.466426656156506
"UNC8365581",0.417037188429588
"UNCHS013113",0.417037188415856
"c4.loc61.3",0.515599768967592
"rs13478023",0.611040895595958
"rs28260958",0.58947252455374
"rs27610413",0.589472524536971
"rs225786911",0.755297812837656
"rs32220330",0.755297812818054
"c4.loc61.9",0.855327376318601
"rs32566923",0.938109935229519
"rs258890845",0.938109935206282
"rs47683286",0.807902589169636
"rs45927474",0.807902589147986
"rs27604209",0.822245482932022
"rs13478025",0.743051788751564
"rs27608004",0.74305178873071
"rs27607993",0.913148000174369
"rs49639209",0.883600534590136
"rs27552324",0.88360053456672
"rs51032748",0.85406087429951
"rs32659683",0.854060874299732
"rs27614813",0.988654940829962
"rs27614619",0.988654940830097
"c4.loc63.1",0.988655436465451
"rs50477869",0.98865593209772
"rs51658449",0.988655932097769
"rs27596611",0.972797841374252
"rs32586815",0.972797841374153
"rs32980875",0.972797580970121
"UNCHS013183",0.972797580970133
"JAX00569577",0.972797964177495
"UNCHS013186",0.972797964177643
"c4.loc63.7",1.08834044071999
"c4.loc63.9",1.1798014777725
"c4.loc64.1",1.23561362805728
"rs6316136",1.25055722415026
"rs27597234",1.25055722415008
"rs221225962",1.07986936547567
"rs45687877",1.07986936547515
"rs27616924",0.933288348086593
"rs46339509",0.933288348086291
"ICR1509",0.933286689142073
"UNCHS013262",0.933286689141722
"rs32568801",0.684203768013343
"UNC8429604",0.683679243559352
"UNCHS013283",0.683679243559235
"c4.loc65.1",0.570789710118098
"c4.loc65.2",0.454650658730169
"c4.loc65.4",0.342757551265272
"c4.loc65.6",0.242149951290237
"JAX00570544",0.157993899152821
"UNCHS013303",0.157993899152741
"UNC8446553",0.15799369402152
"UNC8449504",0.157993694021514
"rs4140148",0.157993852015297
"JAX00126025",0.157993852015365
"rs32706699",0.190333517914326
"rs13478050",0.190381666625489
"UNCHS013332",0.190390852598499
"c4.loc66.6",0.194653170781434
"c4.loc66.8",0.195436437940765
"c4.loc66.9",0.192538682747252
"UNC8459750",0.186167264719253
"UNC8461462",0.18616726471924
"UNCHS013338",0.186167239962902
"rs32319961",0.186167239913294
"rs13478053",0.186167239912763
"rs32567237",0.18616723991277
"rs32628064",0.186167133933416
"rs31821795",0.186167133933366
"rs32869659",0.152300972826025
"c4.loc67.9",0.117241714832385
"rs32938494",0.0844341223440779
"rs31782895",0.08443412234401
"c4.loc68.3",0.0641063542727386
"c4.loc68.4",0.0449379156181871
"c4.loc68.6",0.0282678688018374
"rs32939068",0.0151506965082188
"c4.loc68.9",0.0360601595742763
"rs52185694",0.064983201602794
"rs6181146",0.0668807561470046
"rs32925574",0.0668807561484487
"rs33041577",0.0687354246534807
"rs32892508",0.0687354246549434
"rs45815172",0.0705743694305104
"c4.loc69.6",0.0504134123276557
"c4.loc69.8",0.0330243279839648
"c4.loc70",0.0190460124367804
"c4.loc70.2",0.00886866005310817
"rs32917412",0.00260057051492127
"rs51919598",0.00216845671357158
"c4.loc70.7",8.11447642230212e-05
"c4.loc70.9",0.000850190960588479
"c4.loc71.1",0.00449031515529179
"rs3696703",0.0107441271437219
"c4.loc71.5",0.0103498484647939
"c4.loc71.7",0.00994019868757096
"c4.loc71.9",0.00951867757502445
"rs32278962",0.00908887195525043
"c4.loc72.3",0.00177046954279144
"rs31877045",0.00014573185394508
"c4.loc72.6",0.00125963718813143
"rs13478069",0.00333802268075367
"c4.loc73",0.00308743866040882
"rs32709617",0.0027732141672757
"c4.loc73.4",0.00279988764389334
"c4.loc73.6",0.00276660371320037
"rs32275108",0.00267394014265752
"rs6316711",0.0215341601276995
"rs33205750",0.021534160127644
"c4.loc74.1",0.0175494653791958
"c4.loc74.3",0.0133677630239917
"c4.loc74.5",0.00937369700929733
"rs32830116",0.00592797249045874
"c4.loc74.8",0.00145926620524976
"rs32035551",1.19125383298984e-06
"c4.loc75.1",1.04800984767322e-06
"c4.loc75.3",9.87539372399623e-06
"rs3693087",2.69919901225307e-05
"rs6279100",2.69919901410457e-05
"rs31232890",0.0714338834088419
"rs29503906",0.071433883408774
"rs31184306",0.0334712495651687
"rs29628794",0.0334712495651193
"rs3664617",0.0334712496664709
"rs30663086",0.0334712496665202
"rs31019259",0.0714671536659639
"rs33685759",0.0714671536660317
"rs50122585",0.0714469807046654
"c5.loc2.6",0.0554815074068925
"rs29678115",0.0398072909919861
"rs3142610",0.0397877833474672
"rs37138772",0.0397877833475104
"rs29680149",0.0702876668269054
"rs33754543",0.0702876668269363
"c5.loc3.2",0.0502510610880964
"rs29221520",0.0319004811242111
"c5.loc3.6",0.0345094374058849
"c5.loc3.8",0.0367004460817127
"c5.loc4",0.0383336082798295
"c5.loc4.1",0.0393213136322418
"rs31564288",0.0396434566472344
"rs31553475",0.0396434566472344
"c5.loc4.5",0.0396515724402954
"rs3714258",0.0396596772422513
"rs29144480",0.0396596772454174
"rs29189681",0.0421397197639492
"rs50483697",0.0421397197639862
"c5.loc4.9",0.0820038672635065
"c5.loc5.1",0.131811427951674
"rs29164705",0.185728332568823
"rs31611156",0.158335106608219
"rs47024152",0.158335106608132
"rs29183953",0.13302825899824
"rs6404215",0.0643970599543755
"rs3693453",0.064397059954357
"c5.loc5.7",0.115634865086494
"rs29202009",0.177676379762801
"rs31709594",0.115536954557524
"c5.loc6.2",0.0628695389800254
"c5.loc6.4",0.0247171836050168
"c5.loc6.6",0.00384347425702643
"rs29151778",0.00103115195927613
"rs29583344",0.00103115195927613
"c5.loc6.9",0.000288481142165888
"rs46794257",1.99197485934077e-06
"rs33446800",1.99197485934077e-06
"c5.loc7.2",0.00221511951825256
"rs33583186",0.00895018210936317
"c5.loc7.4",0.0229590955554153
"rs33239535",0.0429505224214036
"rs49074950",0.109381796545136
"rs13478117",0.10957913341717
"c5.loc7.9",0.130842315948252
"rs33197550",0.148412688051187
"rs31727027",0.148412688051107
"c5.loc8.2",0.0842941335897338
"rs33045702",0.036192277180093
"rs31821694",0.00190805596648259
"c5.loc8.6",0.000176636259579835
"rs13478122",0.00501146217081533
"c5.loc8.9",0.00322687414233925
"c5.loc9",0.00173232733327822
"c5.loc9.2",0.000659872940237123
"rs31878001",9.13285104089984e-05
"c5.loc9.6",3.89357289297091e-06
"c5.loc9.7",0.00018606669574969
"c5.loc9.9",0.000632766226424227
"c5.loc10.1",0.00131328794462852
"rs13478131",0.00217747689135572
"rs31867462",0.00217747689135572
"rs31863510",0.00217747942966927
"c5.loc10.6",0.00217745839933198
"rs6256752",0.00217743736909344
"rs48538651",0.00217743736908727
"rs31972855",7.317081660402e-05
"rs108070148",7.31708166101917e-05
"rs33402934",0.000287829633105305
"c5.loc11.3",0.00272085457190572
"rs6226706",0.00750864116751807
"rs32064770",0.00750864116754275
"rs46085786",0.0343042217776286
"rs45923505",0.034362426270173
"rs45682392",0.0272584265046323
"rs49987150",0.0272584265046447
"c5.loc12",0.0515405433342826
"rs51325572",0.0817624396609512
"rs49427169",0.0565409340338176
"c5.loc12.4",0.035231365238412
"rs13478144",0.0187677570947295
"rs32019398",0.0187677570947356
"rs32017704",0.0377309567992786
"rs39125624",0.0377309567993157
"rs29504819",0.0377310422525353
"rs33425768",0.0377310422525353
"rs3706626",0.0366463850813149
"rs33185810",0.0366463850813581
"c5.loc13",0.062868727744392
"rs33497497",0.0922583316745143
"rs33462162",0.0431526573903178
"rs224949622",0.0431526573902561
"c5.loc13.4",0.03552543052176
"c5.loc13.6",0.0281000741927679
"c5.loc13.7",0.0212156900413286
"rs32179786",0.0151539899214365
"c5.loc14.1",0.0138521399823176
"c5.loc14.2",0.0123436028762176
"c5.loc14.4",0.0106932247927812
"c5.loc14.6",0.00898583788396373
"c5.loc14.8",0.00731224170559957
"rs29818570",0.00575368841576298
"c5.loc15",0.00550137363703364
"rs32495599",0.00524843677442653
"c5.loc15.3",0.00302555402466618
"rs52525819",0.00138301005304672
"c5.loc15.6",0.000100918875453658
"c5.loc15.8",0.000299510897973123
"c5.loc16",0.00197499438363034
"rs29779004",0.00503344111429255
"D5Mit388",0.00503344111594656
"c5.loc16.4",0.00442161904836152
"c5.loc16.5",0.00382451281550908
"c5.loc16.7",0.00325105094916314
"c5.loc16.9",0.00270969129966851
"c5.loc17",0.00220800234240856
"rs33680477",0.0017523051785868
"rs13478175",0.00175163846412181
"rs33759957",0.00175163846410947
"rs33647566",0.000206374614118511
"rs29682924",0.000206374614118511
"UNC8930200",9.44782378714052e-05
"rs29580733",9.44782378775769e-05
"rs33657473",0.00186475722613016
"rs46581185",0.00186475722613634
"rs6408534",0.00186480836677639
"rs32623012",0.0018648083667949
"rs29683355",0.0189747693997285
"rs33417710",0.01902512267757
"rs32605771",0.0190252236385145
"rs259656301",0.0190252236385145
"rs13478184",0.0190252236586281
"rs32571576",0.0190252236586281
"rs32573674",0.0190301296353437
"rs29681229",0.0190301296372754
"rs33192205",0.0478026042084737
"c5.loc18.8",0.0394763377260841
"c5.loc19",0.0312317887226048
"c5.loc19.1",0.023434051109805
"c5.loc19.3",0.0164385306414148
"c5.loc19.5",0.0105393699235333
"c5.loc19.7",0.00592902238092704
"rs47842264",0.00268017410495997
"rs32726275",0.0026801741056512
"rs32719630",0.0135145334711591
"UNC050087440",0.0135145334727267
"c5.loc20.1",0.0126133729479681
"c5.loc20.3",0.0116118179280361
"rs3703261",0.0105415576780311
"rs32713546",0.0429141387843673
"rs32709662",0.139819900992224
"rs33680482",0.139819900992329
"rs33621531",0.0845070175207688
"rs46239221",0.0843818541438325
"c5.loc21.2",0.0672706314870264
"rs33508711",0.0493218571294113
"rs32750860",0.0493218571294545
"rs13478205",0.0936476862241821
"rs3662682",0.0936476862242499
"rs37891112",0.0935795241769851
"c5.loc21.8",0.051290196367409
"c5.loc22",0.0201802781175148
"rs36908363",0.00313912337203759
"c5.loc22.3",0.00246505063552357
"rs36342906",0.00177498560093841
"rs33715848",0.00177498560094459
"rs3716195",0.0135043212901994
"rs36400737",0.0135043212901994
"rs33647749",0.00263163615523206
"c5.loc22.8",0.00602465107209987
"rs49954084",0.0105279928830406
"rs13478212",0.0279994933559292
"rs3023596",0.027999493355923
"rs33122544",0.00876653147659195
"rs51523318",0.00877868380738546
"rs29558712",0.0401266961838068
"rs29523582",0.074754545661593
"rs253899322",0.074754545661593
"rs29781043",0.0402099042231329
"rs6294022",0.0401485131038468
"rs47779875",0.0401485131039085
"D5Mit79",0.0792857424161129
"rs33640394",0.0792857424161252
"c5.loc24.1",0.0397498213245068
"c5.loc24.3",0.0128155294084551
"c5.loc24.4",0.000633237300064538
"rs29545782",0.00390001093510204
"c5.loc24.7",0.00461251868581821
"rs29729399",0.00527546168469531
"rs29552469",0.00527546168468297
"c5.loc25",0.000853751017775239
"rs13478217",0.000205840610436503
"rs37128104",0.000205840610442675
"UNC050096588",0.000205851899733293
"rs32798264",0.000205851899739465
"rs33309044",0.00490469345853473
"c5.loc25.5",0.00357833065660342
"rs32790420",0.00230009103790529
"rs32792522",0.00230009103790529
"rs32789468",0.00222076659984486
"rs32788620",0.0022207665998572
"rs13478223",0.0179927324741504
"rs29638035",0.0179927324741875
"rs33759047",0.0177103700688131
"rs33510933",0.0180371070472377
"rs29725546",0.0180371070472809
"rs33065684",0.0539371984959845
"rs33520348",0.0539371984959845
"rs29512718",0.020999486479527
"rs29582388",0.0209994864795023
"rs13478235",0.0318672558564987
"rs29812099",0.0318881090649457
"rs33462389",0.0318881090649765
"c5.loc26.8",0.0577113711372855
"rs29568445",0.0886258397342639
"rs33621057",0.0886258397343133
"rs13478246",0.0886258397343133
"rs29775414",0.0886258397343133
"rs3704725",0.0886258397343009
"c5.loc27.1",0.0761791116776251
"c5.loc27.3",0.0641362295346961
"c5.loc27.5",0.0526873912588749
"c5.loc27.6",0.0420202613838478
"c5.loc27.8",0.0323108587573956
"c5.loc28",0.0237144988127779
"c5.loc28.2",0.016357697233054
"c5.loc28.4",0.0103318829210161
"c5.loc28.6",0.00568956348230908
"c5.loc28.8",0.0024432715717213
"c5.loc29",0.000567259092597056
"c5.loc29.1",1.57165127714312e-06
"c5.loc29.3",0.000657889659433293
"rs48813171",0.00242639970389015
"rs29774781",0.00242639970389632
"rs49575152",0.00242639970387781
"rs32946971",0.00204147582899977
"c5.loc29.8",0.00393666364184917
"c5.loc30",0.00641978145206356
"c5.loc30.2",0.00936046471613304
"c5.loc30.4",0.0125682129500693
"rs52001898",0.0158319479570681
"rs33461640",0.0158319479570619
"c5.loc30.8",0.00335634818491733
"rs13478255",0.000113098373360788
"rs48954832",0.00350491869674291
"c5.loc31.3",0.00326888912380391
"rs29681555",0.00297446338090948
"rs49332692",0.002974463380928
"rs29628890",0.025040511508954
"rs3688942",0.0250405115089787
"c5.loc31.8",0.00571704872785015
"c5.loc32",7.94328141123056e-05
"rs47048413",0.00846348131628214
"rs33505575",0.00846348131828177
"rs29505355",0.0111433278231738
"rs32973307",0.00938128390438449
"c5.loc32.6",0.0103112788368405
"c5.loc32.7",0.011216542982116
"c5.loc32.9",0.0120710594369563
"c5.loc33.1",0.0128501648348473
"c5.loc33.3",0.0135328580540923
"rs33517544",0.0141036808643706
"c5.loc33.6",0.00390668624460917
"rs52478053",3.34902959684905e-05
"rs33034401",3.34902959623188e-05
"c5.loc33.9",0.00622121447751956
"rs29579144",0.0260698548170212
"rs33032787",0.0841254745171541
"rs3704920",0.0948796894269722
"rs31438316",0.0948796894270031
"c5.loc34.5",0.111917857040158
"rs29589991",0.12480248777345
"rs47511746",0.124802487773524
"rs37124172",0.162869120480241
"c5.loc34.9",0.119717491511234
"rs33201254",0.0808968821399985
"rs33181141",0.0312277461026723
"rs226880704",0.0312277461026229
"rs33749515",0.0364136392669938
"rs33428649",0.0364136392669938
"rs6265085",0.0364136945749542
"UNC050381284",0.0364136945749727
"rs108796859",0.0452283148981302
"rs33381525",0.0452283148981302
"c5.loc35.7",0.0335841498913853
"c5.loc35.9",0.0234803051457933
"c5.loc36.1",0.0150553290217946
"c5.loc36.3",0.00842412779169065
"c5.loc36.5",0.0036736224560537
"c5.loc36.7",0.000859436478607061
"c5.loc36.9",3.85623984845626e-06
"c5.loc37.1",0.00109521174917878
"c5.loc37.3",0.00408871345456159
"rs3659098",0.00890866577349099
"c5.loc37.7",0.0178642609266448
"c5.loc37.9",0.0297809121465708
"c5.loc38.1",0.0442861688368184
"rs31502646",0.0608328865204201
"c5.loc38.5",0.0663062272221126
"rs52382600",0.0719724209337687
"rs13478320",0.0770911133430643
"c5.loc39",0.0634295655793709
"rs33034992",0.0489835777253711
"rs29634610",0.0489835777318452
"rs29501536",0.0687039503650352
"rs6409508",0.0687039503726387
"rs3707918",0.0785425311856134
"rs3670420",0.0785425311865207
"rs6163111",0.092179374711373
"rs33678742",0.0921793747171868
"rs13478330",0.0921793747229944
"rs3722245",0.0921793747287772
"c5.loc39.8",0.0792852832810256
"c5.loc40",0.064524822507418
"c5.loc40.2",0.0493849392390997
"rs3153753",0.0353859187329459
"rs6222023",0.0353859187332668
"c5.loc40.6",0.0390098717217759
"c5.loc40.8",0.0427018484282278
"c5.loc41",0.0464236118512808
"c5.loc41.1",0.0501357770327364
"c5.loc41.3",0.0537992507967006
"c5.loc41.5",0.0573766512058799
"c5.loc41.7",0.0608335999393534
"c5.loc41.9",0.0641397968110203
"c5.loc42.1",0.0672698121698228
"rs33381347",0.0702035651492599
"rs6257272",0.0702035651484822
"rs13478336",0.0702035651475565
"rs29566735",0.00823970562050357
"rs33576539",0.00865475464907932
"rs33644925",0.00865475464880777
"rs29523614",0.00865475464854239
"c5.loc42.7",0.00939981930733551
"rs33067522",0.00995126365883365
"rs31609646",0.00593053753042801
"c5.loc43.2",0.00272198481159505
"c5.loc43.4",0.000695934909241958
"c5.loc43.6",7.50885416058386e-08
"rs3675410",0.000649033215559565
"rs33378080",0.000649033215639797
"rs33513530",0.000747544579289563
"rs13478361",0.000747544579369795
"rs29778798",0.000130595417947158
"rs33704055",0.000130595417984188
"rs31633450",0.00017731980088331
"rs6262346",0.00017731980092034
"rs31647919",0.00988232964389301
"rs33739891",0.00988232964362146
"c5.loc44.4",0.00205577754328459
"rs36756778",9.45219390876412e-05
"rs33191657",0.000137568064321847
"rs33567801",0.000137568064352705
"rs33102602",0.000137568064389735
"rs29567700",0.000185828320313603
"rs6167407",0.000185828320362977
"rs33341991",0.000185828320400007
"rs33743089",0.00629283528453957
"rs239322408",0.00629283528479261
"rs47992579",0.00579145155262975
"c5.loc45.2",0.0151649256362513
"rs31702694",0.0284112021188586
"rs4225368",0.0290816453408291
"UNCHS015017",0.0290816453413414
"rs52431723",0.0312101776963475
"rs3723202",0.00597238482909061
"rs13478390",0.00685277224256509
"rs13478391",0.00685277224336741
"rs13465325",0.0721793639783745
"rs13478392",0.0757513766292254
"rs13478393",0.0757513766318916
"rs3680521",0.075751376634564
"rs13478396",0.0791292661879745
"rs13478398",0.0795496601232271
"rs33365161",0.0795496601257761
"rs29502845",0.0795496601283311
"rs3697719",0.0795496601308986
"rs4225380",0.0827784939767381
"rs3706737",0.0827784939792808
"c5.loc46.6",0.103956145967066
"rs3712722",0.11937511500055
"c5.loc47",0.123894538004983
"c5.loc47.2",0.128109608185814
"c5.loc47.4",0.131992704110975
"c5.loc47.6",0.135523355527149
"rs49293270",0.138688411070323
"c5.loc48",0.159828394991592
"rs31936175",0.175313044737761
"rs29634706",0.175313044737804
"c5.loc48.3",0.204394349149529
"rs6228198",0.231093421099003
"rs45647448",0.231093421099071
"rs29507311",0.244247326834013
"rs3683611",0.244247326834025
"rs3726313",0.244247326834025
"rs13478420",0.244247326856471
"rs49582667",0.244247326856471
"rs29676303",0.244247351827961
"rs13478424",0.244247351827973
"c5.loc49.1",0.248445356600834
"rs29636694",0.241800531348376
"c5.loc49.5",0.275293364615298
"c5.loc49.7",0.306584645026117
"rs219964198",0.333988975319863
"rs13478428",0.333988975319894
"c5.loc50",0.334630802143285
"rs252287034",0.329032552231635
"rs33154315",0.329032552231635
"c5.loc50.2",0.334715922706947
"rs3720559",0.333928803840341
"rs6297352",0.339197610332684
"rs13478430",0.280438877084972
"rs29732889",0.280438877084874
"rs33750363",0.280438606027735
"rs13478431",0.280438606027735
"rs4225385",0.280438606042355
"rs13478433",0.280438606042349
"rs32038436",0.280438606042362
"rs32034514",0.280438606043905
"c5.loc51",0.217346184973969
"c5.loc51.2",0.154138250344088
"c5.loc51.4",0.0972055765818132
"rs32036109",0.0519286688988578
"c5.loc51.8",0.0513620786502508
"rs13478434",0.0486153100515564
"rs33339883",0.0486103795705053
"rs29780800",0.0486103795705053
"rs13478439",0.0485876430983123
"c5.loc52.5",0.0323945630591015
"rs36399719",0.0190060178653686
"rs29781039",0.0190060178653624
"rs13478442",0.0190059869387109
"rs33677471",0.0190059869387109
"rs33408792",0.019005896313314
"rs33337735",0.019005896313277
"rs33252092",0.00281866094085732
"rs29681689",0.00281866094085732
"c5.loc53.3",0.0150510152335154
"rs33545786",0.0363635969449283
"rs48680245",0.036363596941503
"c5.loc53.6",0.0320837945998645
"rs13478446",0.0280660677967563
"rs219478000",0.028066067793726
"rs33120545",0.02434495024047
"rs29551014",0.0243449502376434
"UNC050171931",0.0224198360431061
"rs239456960",0.0224198360414953
"rs49767107",0.0202888957861462
"c5.loc54.2",0.0180103342536425
"rs33360466",0.0156837209815424
"rs49420585",0.0156837209792773
"rs29780222",0.0157545312496826
"rs33037100",0.0157545312473867
"rs33083878",0.012974348948122
"rs33102198",0.0129743489460174
"rs33749141",0.00401764062572647
"rs29549719",0.00401764062454151
"rs215167837",0.00266732116330404
"rs32071323",0.0026673211623536
"c5.loc55",0.0159457287890873
"rs29549558",0.039244791784684
"c5.loc55.4",0.00219395112908436
"rs29511562",0.0109474889758824
"rs29560140",0.0109474889778142
"c5.loc55.6",0.0134875883373101
"rs13478464",0.0162876015951905
"rs49991882",0.0162876015974802
"rs49124181",0.0193245237565981
"rs49608075",0.0193245237590606
"rs51527779",0.00624674289510773
"rs49985086",0.00624674289652105
"rs33410930",0.0066952911331051
"rs29546793",0.00669529113458013
"rs36795578",0.00152548383645906
"rs33400361",0.00152548383718732
"c5.loc56.4",0.00597505056692971
"rs47259742",0.0130897921163659
"rs51209772",0.0130897921184952
"rs29733222",0.015922495355428
"rs36365158",0.0159224953554341
"c5.loc56.8",0.0178037162276755
"rs36967426",0.0188701235755468
"rs36841703",0.0188701235755592
"c5.loc57.2",0.0298166166925221
"rs260237020",0.0424019981377734
"rs33213191",0.0424019981377425
"c5.loc57.5",0.0183619475769522
"rs33238803",0.00401354720809653
"rs49456913",0.0040135472080595
"rs29682673",0.00199966162899972
"rs29730106",0.00199966162901824
"rs29728022",0.0020172086167999
"rs50318939",0.0200327834400349
"rs29547547",0.0200327834400843
"rs29522203",0.0200327834400966
"c5.loc58.2",0.0360419932664874
"rs36606069",0.0556332782576779
"c5.loc58.6",0.0716485853130003
"rs29675645",0.0878076934276509
"c5.loc58.9",0.129507575555318
"rs33684010",0.171333973800033
"rs47729453",0.171333973800076
"c5.loc59.2",0.171334080156082
"rs36471934",0.171334186512064
"rs36797024",0.171334186512064
"D5Mit188",0.171334283577576
"rs13478486",0.171334283577613
"c5.loc59.6",0.203080412853058
"c5.loc59.8",0.235309786073486
"c5.loc60",0.266894676562369
"rs228445231",0.296763780122046
"c5.loc60.3",0.23058796204387
"c5.loc60.5",0.167191092083648
"c5.loc60.6",0.110978735745583
"rs46778113",0.0653565390988375
"rs48000160",0.065356539098677
"rs33266860",0.0118629328078617
"rs33378829",0.0118629328078617
"rs29549650",0.0682519263082341
"rs32152032",0.0682519263083575
"rs32163370",0.0682519263083575
"c5.loc61.2",0.0681519353398049
"c5.loc61.4",0.0664371356603666
"c5.loc61.5",0.0631670882391161
"rs29727720",0.0586209387084519
"c5.loc61.9",0.0260107095093752
"c5.loc62",0.00564803488970829
"rs49742109",0.000121622176002051
"rs37310530",0.000121622176008223
"c5.loc62.3",0.00246328159167848
"rs33425909",0.00766361757592572
"rs37199555",0.00766361757588252
